PERSON_ID,NOMBRE,APELLIDO,TEAM_ID,TEAM_ABBREVIATION,ALTURA_CM,SEASON_ID,GP,PTS,AST,REB,BLK,MIN,FG_PCT,FG3_PCT,FT_PCT
1629076,Tyler,Cook,1610612741,CHI,203,,,,,,,,,,
1630536,Sharife,Cooper,1610612737,ATL,185,,,,,,,,,,
202326,DeMarcus,Cousins,1610612743,DEN,208,,,,,,,,,,
1629633,Jarrett,Culver,1610612763,MEM,198,2022-23,10.0,44.0,6.0,38.0,2.0,137.0,0.395,0.083,0.692
202334,Ed,Davis,1610612739,CLE,206,,,,,,,,,,
1629035,Carsen,Edwards,1610612765,DET,180,,,,,,,,,,
1629604,CJ,Elleby,1610612757,POR,198,,,,,,,,,,
201961,Wayne,Ellington,1610612747,LAL,193,,,,,,,,,,
202324,Derrick,Favors,1610612760,OKC,206,,,,,,,,,,
1630238,Malik,Fitts,1610612738,BOS,196,,,,,,,,,,
1627854,Bryn,Forbes,1610612743,DEN,188,2022-23,25.0,89.0,17.0,15.0,2.0,268.0,0.361,0.304,1.0
1628982,Melvin,Frazier,1610612760,OKC,196,,,,,,,,,,
1629164,Brandon,Goodwin,1610612739,CLE,183,,,,,,,,,,
203090,Maurice,Harkless,1610612758,SAC,201,,,,,,,,,,
1629607,Jared,Harper,1610612740,NOP,178,,,,,,,,,,
1627823,Juancho,Hernangomez,1610612762,UTA,206,2022-23,42.0,122.0,25.0,123.0,6.0,614.0,0.421,0.254,0.563
203918,Rodney,Hood,1610612746,LAC,203,,,,,,,,,,
2730,Dwight,Howard,1610612747,LAL,208,,,,,,,,,,
1630210,Markus,Howard,1610612743,DEN,178,,,,,,,,,,
1630190,Elijah,Hughes,1610612757,POR,196,,,,,,,,,,
1630624,Feron,Hunt,1610612752,NYK,203,,,,,,,,,,
201586,Serge,Ibaka,1610612749,MIL,211,2022-23,16.0,66.0,4.0,44.0,7.0,185.0,0.481,0.333,0.615
1628402,Frank,Jackson,1610612765,DET,190,2022-23,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0
1628367,Josh,Jackson,1610612758,SAC,203,,,,,,,,,,
1630525,David,Johnson,1610612761,TOR,193,,,,,,,,,,
1626169,Stanley,Johnson,1610612747,LAL,198,2022-23,30.0,174.0,67.0,95.0,6.0,470.0,0.533,0.45,0.667
1629083,Arnoldas,Kulboka,1610612766,CHA,208,,,,,,,,,,
203087,Jeremy,Lamb,1610612758,SAC,196,,,,,,,,,,
203115,Will,Barton,1610612761,TOR,196,2022-23,40.0,307.0,95.0,111.0,10.0,782.0,0.386,0.377,0.778
203920,Khem,Birch,1610612759,SAS,203,2022-23,20.0,43.0,7.0,25.0,5.0,162.0,0.594,0.5,0.8
1630547,James,Bouknight,1610612766,CHA,193,2022-23,34.0,191.0,41.0,72.0,5.0,515.0,0.358,0.303,0.667
1631219,John,Butler,1610612757,POR,213,2022-23,19.0,45.0,11.0,17.0,9.0,221.0,0.321,0.229,0.75
1630176,Vernon,Carey,1610612762,UTA,208,2022-23,11.0,6.0,3.0,11.0,2.0,28.0,0.25,0.0,1.0
203487,Michael,Carter-Williams,1610612753,ORL,196,2022-23,4.0,17.0,7.0,5.0,1.0,44.0,0.429,0.333,0.571
1626161,Willie,Cauley-Stein,1610612745,HOU,213,,,,,,,,,,
1641645,Xavier,Cooks,1610612764,WAS,203,2022-23,10.0,38.0,6.0,38.0,4.0,126.0,0.607,0.0,0.4
1630620,Darius,Days,1610612745,HOU,201,2022-23,4.0,15.0,1.0,6.0,1.0,25.0,0.417,0.3,1.0
203473,Dewayne,Dedmon,1610612755,PHI,208,2022-23,30.0,171.0,16.0,109.0,14.0,350.0,0.496,0.297,0.727
203521,Matthew,Dellavedova,1610612758,SAC,190,2022-23,32.0,47.0,41.0,13.0,0.0,213.0,0.34,0.333,0.571
1628977,Hamidou,Diallo,1610612765,DET,196,2022-23,56.0,522.0,55.0,194.0,16.0,996.0,0.573,0.238,0.588
203476,Gorgui,Dieng,1610612759,SAS,208,2022-23,31.0,121.0,53.0,107.0,14.0,358.0,0.385,0.28,0.769
1628408,PJ,Dozier,1610612758,SAC,198,2022-23,16.0,22.0,10.0,14.0,1.0,79.0,0.303,0.125,0.0
201609,Goran,Dragic,1610612749,MIL,193,2022-23,51.0,326.0,139.0,69.0,4.0,787.0,0.425,0.352,0.659
1629117,Wenyen,Gabriel,1610612747,LAL,206,2022-23,68.0,372.0,36.0,286.0,35.0,1024.0,0.596,0.278,0.619
200752,Rudy,Gay,1610612762,UTA,203,2022-23,56.0,293.0,57.0,163.0,18.0,816.0,0.38,0.254,0.857
201980,Danny,Green,1610612739,CLE,198,2022-23,3.0,9.0,2.0,4.0,0.0,44.0,0.273,0.375,0.0
203210,JaMychal,Green,1610612744,GSW,206,2022-23,57.0,366.0,51.0,205.0,23.0,797.0,0.54,0.378,0.776
201933,Blake,Griffin,1610612738,BOS,206,2022-23,41.0,170.0,61.0,155.0,9.0,569.0,0.485,0.348,0.656
1630181,R.J.,Hampton,1610612765,DET,193,2022-23,26.0,149.0,34.0,39.0,4.0,361.0,0.439,0.34,0.838
1626149,Montrezl,Harrell,1610612755,PHI,201,2022-23,57.0,320.0,33.0,159.0,25.0,681.0,0.598,0.0,0.693
203925,Joe,Harris,1610612751,BKN,198,2022-23,74.0,562.0,101.0,164.0,13.0,1527.0,0.457,0.426,0.643
1627885,Shaquille,Harrison,1610612747,LAL,193,2022-23,5.0,44.0,30.0,22.0,2.0,120.0,0.417,0.3,0.733
2617,Udonis,Haslem,1610612748,MIA,201,2022-23,7.0,27.0,0.0,11.0,2.0,72.0,0.345,0.333,0.8
1630165,Killian,Hayes,1610612765,DET,196,2022-23,76.0,786.0,470.0,221.0,28.0,2154.0,0.377,0.28,0.821
1626195,Willy,Hernangomez,1610612740,NOP,211,2022-23,38.0,262.0,33.0,180.0,13.0,458.0,0.527,0.273,0.779
201588,George,Hill,1610612754,IND,193,2022-23,35.0,175.0,89.0,67.0,3.0,667.0,0.447,0.311,0.739
1627863,Danuel,House,1610612755,PHI,198,2022-23,56.0,268.0,44.0,94.0,9.0,807.0,0.472,0.336,0.75
1631309,Trevor,Hudgins,1610612745,HOU,183,2022-23,5.0,9.0,3.0,0.0,0.0,28.0,0.222,0.25,1.0
2738,Andre,Iguodala,1610612744,GSW,198,2022-23,8.0,17.0,19.0,17.0,3.0,113.0,0.467,0.111,0.667
1630637,Carlik,Jones,1610612741,CHI,183,2022-23,7.0,20.0,6.0,5.0,0.0,56.0,0.4,0.5,0.625
1629662,Mfiondu,Kabengele,1610612738,BOS,208,2022-23,4.0,6.0,0.0,10.0,0.0,36.0,0.286,0.0,1.0
1626163,Frank,Kaminsky,1610612745,HOU,213,2022-23,26.0,71.0,21.0,36.0,1.0,176.0,0.568,0.478,0.833
1631211,Trevor,Keels,1610612752,NYK,193,2022-23,3.0,3.0,0.0,2.0,0.0,8.0,0.25,0.25,0.0
1629663,Louis,King,1610612755,PHI,201,2022-23,1.0,20.0,2.0,4.0,0.0,29.0,0.615,0.5,0.0
1630233,Nathan,Knight,1610612750,MIN,203,2022-23,38.0,139.0,13.0,56.0,6.0,291.0,0.568,0.364,0.684
1627788,Furkan,Korkmaz,1610612755,PHI,201,2022-23,37.0,140.0,22.0,42.0,3.0,353.0,0.432,0.391,0.722
1630237,Anthony,Lamb,1610612744,GSW,198,2022-23,62.0,415.0,96.0,215.0,20.0,1195.0,0.471,0.367,0.767
1629641,Romeo,Langford,1610612759,SAS,196,2022-23,43.0,297.0,50.0,114.0,13.0,844.0,0.467,0.262,0.696
203086,Meyers,Leonard,1610612749,MIL,213,2022-23,9.0,43.0,1.0,34.0,0.0,114.0,0.483,0.389,0.889
1631171,Justin,Lewis,1610612741,CHI,201,,,,,,,,,,
1630587,Isaiah,Livers,1610612765,DET,198,2022-23,52.0,346.0,41.0,143.0,28.0,1199.0,0.417,0.365,0.821
201577,Robin,Lopez,1610612739,CLE,216,2022-23,37.0,112.0,19.0,51.0,8.0,299.0,0.64,0.5,0.778
1630177,Theo,Maledon,1610612766,CHA,193,2022-23,44.0,295.0,152.0,123.0,12.0,854.0,0.402,0.295,0.851
203585,Rodney,McGruder,1610612765,DET,193,2022-23,32.0,183.0,28.0,74.0,1.0,524.0,0.408,0.423,0.818
203526,Raul,Neto,1610612739,CLE,188,2022-23,48.0,157.0,79.0,46.0,4.0,505.0,0.518,0.286,0.912
1629669,Jaylen,Nowell,1610612750,MIN,193,2022-23,65.0,704.0,132.0,170.0,5.0,1252.0,0.448,0.289,0.778
1628373,Frank,Ntilikina,1610612742,DAL,193,2022-23,47.0,135.0,58.0,62.0,7.0,608.0,0.364,0.254,0.667
